CITY,TEMP_STD,PRCP_STD,DEW_STD,WIND_STD,TEMP_CV,PRCP_CV,DEW_CV,WIND_CV
Dehradun,0.4277727526237902,260.33788825486005,0.9207458440683106,0.09260595652919863,0.01959662282353679,0.23497302062448785,0.05894681731652908,0.16253443268448073
Delhi,0.5296857840454056,226.86771254931807,0.8885635453775214,0.22502431691917116,0.021066103972725417,0.28289539434785843,0.052127698157370006,0.1476164327215524
Jodhpur,0.4388247303819042,139.9355273108298,1.5337385334219265,0.23290416064520553,0.016222448517933783,0.36011142892075376,0.11699612808794414,0.24582052593367137
Mumbai,0.512191752354983,239.5292261865067,0.7553723322824535,0.28677622813845305,0.018277764974531274,0.283246164293791,0.03636165816942255,0.09993284034837437
